,verse,sentiment
Job 19:8,block way pass shroud path darkness,-0.5994
Job 19:9,strip honor remove crown head,0.4939
Job 19:10,tear till go uproot hope like tree,0.6597
Job 19:11,anger burn count enemy,-0.802
Job 19:12,troop advance force build siege ramp encamp tent,0.0
Job 19:13,alienate family acquaintance completely estranged,0.0
Job 19:14,relative go away close friend forget,0.3182
Job 19:15,guest female servant count foreigner look stranger,0.0
Job 19:16,summon servant answer beg mouth,0.0
Job 19:17,breath offensive wife loathsome family,-0.4588
Job 19:18,little boy scorn appear ridicule,-0.6621
Job 19:19,intimate friend detest love turn,0.8126
Job 19:20,skin bone escape skin,0.1779
Job 19:21,pity friend pity hand god strike,0.5574
Job 19:22,pursue god flesh,0.2732
Job 19:23,oh word record write scroll,0.0
Job 19:24,inscribe iron tool onb lead engrave rock forever,0.0
Job 19:25,know redeemerc live end stand,0.0
Job 19:26,skin destroy yete inf flesh god,-0.34
Job 19:27,eye heart yearn,0.6369
Job 19:28,hound root trouble lie g,-0.4019
Job 19:29,fear sword wrath bring punishment sword know,-0.7506
Job 20:1,zophar naamathite reply,0.0
Job 20:2,troubled thought prompt answer greatly disturbed,-0.7089
Job 20:3,hear rebuke dishonor understanding inspire reply,0.5719
Job 20:4,surely know old mankinda place earth,0.4404
Job 20:5,mirth wicked brief joy godless last moment,0.6124
Job 20:6,pride godless person reach heavens head touch cloud,0.6369
Job 20:7,perish forever like dung see,0.3612
Job 20:8,like dream fly away find banish like vision night,0.6249
Job 20:9,eye see place look,0.0
Job 20:10,child amend poor hand wealth,0.5106
Job 20:11,youthful vigor fill bone lie dust,0.5267
Job 20:12,evil sweet mouth hide tongue,-0.4767
Job 20:13,bear let let linger mouth,0.0
Job 20:14,food turn sour stomach venom serpent,0.0
Job 20:15,spit rich swallow god stomach vomit,0.6908
Job 20:16,suck poison serpent fang adder kill,-0.9022
Job 20:17,enjoy stream river flow honey cream,0.4939
Job 20:18,toil uneaten enjoy profit trading,0.7269
Job 20:19,oppress poor leave destitute seize house build,-0.5106
Job 20:20,surely respite craving save treasure,0.8074
Job 20:21,leave devour prosperity endure,-0.0516
Job 20:22,midst plenty distress overtake force misery come,-0.7964
Job 20:23,fill belly god vent burn anger rain blow,-0.3818
Job 20:24,flee iron weapon bronze tip arrow pierce,-0.296
Job 20:25,pull gleam point liver terror come,-0.5267
Job 20:26,total darkness lie wait treasure fire unfanned consume devour leave tent,-0.4005
Job 20:27,heavens expose guilt earth rise,0.0
Job 20:28,flood carry house rush watersb day god wrath,0.2732
Job 20:29,fate god allot wicked heritage appoint god,-0.0516
Job 21:1,job reply,0.0
Job 21:2,listen carefully word let consolation,0.128
Job 21:3,bear speak speak mock,-0.4215
Job 21:4,complaint direct human impatient,-0.5267
Job 21:5,look appal clap hand mouth,0.4939
Job 21:6,think terrified tremble seize body,-0.7269
Job 21:7,wicked live grow old increase power,-0.2732
Job 21:8,child establish offspring eye,0.0
Job 21:9,home safe free fear rod god,0.6249
Job 21:10,bull fail breed cow calve miscarry,-0.5423
Job 21:11,send forth child flock little one dance,0.0
Job 21:12,sing music timbrel lyre merry sound pipe,0.5423
Job 21:13,spend year prosperity grave,-0.3818
Job 21:14,god leave desire know way,0.5574
Job 21:15,almighty serve gain pray,0.6908
Job 21:16,prosperity hand stand aloof plan wicked,-0.0516
Job 21:17,lamp wicked snuff calamity come fate god allot anger,-0.7184
Job 21:18,like straw wind like chaff sweep away gale,0.6124
Job 21:19,say god store punishment wicked child let repay wicked experience,-0.836
Job 21:20,let eye destruction let drink cup wrath almighty,-0.5719
Job 21:21,care family leave allot month come end,0.4588
Job 21:22,teach knowledge god judge high,0.2732
Job 21:23,person die vigor completely secure ease,0.3962
Job 21:24,nourish body bbone rich marrow,0.5574
Job 21:25,die bitterness soul have enjoy good,-0.128
Job 21:26,lie dust worm cover,0.0
Job 21:27,know think scheme wrong,-0.4767
Job 21:28,house great tent wicked live,0.1779
Job 21:29,question travel pay regard account,-0.1027
Job 21:30,wicked spare day calamity deliver fromc day wrath,-0.5267
Job 21:31,denounce conduct face repay,-0.34
Job 21:32,carry grave watch keep tomb,-0.3818
Job 21:33,soil valley sweet follow countless throng goesd,0.4588
Job 21:34,console nonsense leave answer falsehood,-0.4404
Job 22:1,eliphaz temanite reply,0.0
Job 22:2,man benefit god wise person benefit,0.8807
Job 22:3,pleasure almighty righteous gain way blameless,0.8316
Job 22:4,piety rebuke bring charge,0.0
Job 22:5,wickedness great sin endless,-0.3818
Job 22:6,demand security relative reason strip people clothing leave naked,0.1779
Job 22:7,give water weary withhold food hungry,-0.2732
Job 22:8,powerful man own land honored man live,0.765
Job 22:9,send widow away handed break strength fatherless,0.4939
Job 22:10,snare sudden peril terrify,-0.7184
Job 22:11,dark flood water cover,0.0
Job 22:12,god height heaven lofty high star,0.6597
Job 22:13,god know judge darkness,0.0258
Job 22:14,thick cloud veil go vaulted heaven,0.5106
Job 22:15,old path wicked tread,-0.5267
Job 22:16,carry time foundation wash away flood,0.0
Job 22:17,say god leave almighty,0.2263
Job 22:18,fill house good thing stand aloof plan wicked,-0.128
Job 22:19,righteous ruin rejoice innocent mock say,-0.3182
Job 22:20,surely foe destroy fire devour wealth,-0.4019
Job 22:21,submit god peace way prosperity come,0.6808
Job 22:22,accept instruction mouth lie word heart,0.7783
Job 22:23,return almighty restore remove wickedness far tent,-0.2263
Job 22:24,assign nugget dust gold ophir rock ravine,0.0
Job 22:25,almighty gold choice silver,0.0
Job 22:26,surely find delight almighty lift face god,0.836
Job 22:27,pray hear fulfill vow,0.6369
Job 22:28,decide light shine way,0.0
Job 22:29,people bring low lift save downcast,-0.1779
Job 22:30,deliver innocent deliver cleanness hand,0.6808
Job 23:1,job reply,0.0
Job 23:2,today complaint bitter handa heavy spite ofb groaning,-0.8126
Job 23:3,know find dwelling,0.0258
Job 23:4,state case fill mouth argument,-0.3612
Job 23:5,find answer consider,0.0
Job 23:6,vigorously oppose press charge,0.128
Job 23:7,upright establish innocence deliver forever judge,0.3818
Job 23:8,east west find,0.0
Job 23:9,work north turn south catch glimpse,0.0
Job 23:10,know way test come forth gold,0.0
Job 23:11,foot closely follow step keep way turn aside,0.0
Job 23:12,depart command lip treasure word mouth daily bread,0.296
Job 23:13,stand oppose please,0.3182
Job 23:14,carry decree plan store,0.0
Job 23:15,terrified think fear,-0.802
Job 23:16,god heart faint almighty terrify,0.4588
Job 23:17,silence darkness thick darkness cover face,-0.4588
Job 24:1,almighty set time judgment know look vain day,-0.4215
Job 24:2,boundary stone pasture flock steal,-0.4939
Job 24:3,drive away orphan donkey widow ox pledge,0.0
Job 24:4,thrust needy path force poor land hiding,-0.7717
Job 24:5,like wild donkey desert poor labor forage food wasteland provide food child,-0.1531
Job 24:6,gather fodder field glean vineyard wicked,-0.5267
Job 24:7,lack clothe spend night naked cover cold,-0.3182
Job 24:8,drench mountain rain hug rock lack shelter,0.2023
Job 24:9,fatherless child snatch breast infant poor seize debt,-0.6808
Job 24:10,lack clothe naked carry sheaf hungry,-0.3182
Job 24:11,crush olive terracesa tread winepress suffer thirst,-0.6249
Job 24:12,groan die rise city soul wound cry help god charge wrongdoing,-0.4939
Job 24:13,rebel light know way stay path,-0.1531
Job 24:14,daylight go murderer rise kill poor needy night steal forth like thief,-0.9633
Job 24:15,eye adulterer watch dusk think eye keep face conceal,0.0
Job 24:16,dark thief break house day shut want light,-0.4767
Job 24:17,midnight morning friend terror darkness,-0.296
Job 24:18,foam surface water portion land curse go vineyard,-0.5423
Job 24:19,heat drought snatch away melted snow grave snatch away sin,-0.7351
Job 24:20,womb forget worm feast wicked long remember break like tree,-0.4215
Job 24:21,prey barren childless woman widow kindness,0.4588
Job 24:22,god drag away mighty power establish assurance life,0.3818
Job 24:23,let rest feeling security eye way,0.4404
Job 24:24,little exalt go bring low gather like cut like head grain,0.2023
Job 24:25,prove false reduce word,0.0
Job 25:1,bildad shuhite reply,0.0
Job 25:2,dominion awe belong god establish order height heaven,0.6597
Job 25:3,force number light rise,0.0772
Job 25:4,mortal righteous god bear woman pure,0.2732
Job 25:5,moon bright star pure eye,0.4404
Job 25:6,mortal maggot human worm,0.0
Job 26:1,job reply,0.0
Job 26:2,help powerless save arm feeble,0.128
Job 26:3,advice offer wisdom great insight display,0.8176
Job 26:4,help utter word spirit speak mouth,0.5688
Job 26:5,dead deep anguish beneath water live,-0.8481
Job 26:6,realm dead naked god destructiona lie uncover,-0.4939
Job 26:7,spread northern sky space suspend earth,-0.3182
Job 26:8,wrap water cloud cloud burst weight,0.0
Job 26:9,cover face moon spread cloud,0.0
Job 26:10,mark horizon face water boundary light darkness,-0.25
Job 26:11,pillar heavens quake aghast rebuke,-0.0516
Job 26:12,power churn sea wisdom cut rahab piece,0.3182
Job 26:13,breath sky fair hand pierce glide serpent,0.6705
Job 26:14,outer fringe work faint whisper hear understand thunder power,0.0
Job 27:1,job continue discourse,0.0
Job 27:2,surely god live deny justice almighty life bitter,0.4939
Job 27:3,long life breath god nostril,0.2732
Job 27:4,lip wicked tongue utter lie,-0.5267
Job 27:5,admit right till die deny integrity,-0.4404
Job 27:6,maintain innocence let conscience reproach long live,0.3818
Job 27:7,enemy like wicked adversary like unjust,-0.7906
Job 27:8,hope godless cut god take away life,0.4404
Job 27:9,god listen cry distress come,-0.6597
Job 27:10,find delight almighty god time,0.7184
Job 27:11,teach power god way almighty conceal,0.2732
Job 27:12,see meaningless talk,-0.4404
Job 27:13,fate god allot wicked heritage ruthless man receive almighty,-0.3182
Job 27:14,child fate sword offspring eat,0.0
Job 27:15,plague bury survive widow weep,-0.5719
Job 27:16,heap silver like dust clothe like pile clay,0.6124
Job 27:17,lay righteous wear innocent divide silver,0.34
Job 27:18,house build like moth cocoon like hut watchman,0.6124
Job 27:19,lie wealthy open eye go,0.3612
Job 27:20,terror overtake like flood tempest snatch away night,-0.2263
Job 27:21,east wind carry go sweep place,0.0
Job 27:22,hurl mercy flee headlong power,0.3612
Job 27:23,clap hand derision hiss place,0.25
Job 28:1,silver place gold refine,0.0
Job 28:2,iron take earth copper smelt ore,0.0
Job 28:3,mortal end darkness search farth recess ore black darkness,-0.4588
Job 28:4,far human dwelling cut shaft place untouche human foot far people dangle sway,-0.25
Job 28:5,earth food come transform fire,-0.34
Job 28:6,lapis lazuli come rock dust contain nugget gold,0.0
Job 28:7,bird prey know hidden path falcon eye see,0.0
Job 28:8,proud beast set foot lion prowl,0.4767
Job 28:9,people assault flinty rock hand lie bare root mountain,-0.1531
Job 28:10,tunnel rock eye treasure,0.296
Job 28:11,searcha source river bring hidden thing light,0.0
Job 28:12,wisdom find understand dwell,0.5994
Job 28:13,mortal comprehend worth find land living,0.2263
Job 28:14,deep say sea say,0.0
Job 28:15,buy fine gold price weigh silver,0.2023
Job 28:16,buy gold ophir precious onyx lapis lazuli,0.5719
Job 28:17,gold crystal compare jewel gold,0.3612
Job 28:18,coral jasper worthy mention price wisdom ruby,0.743
Job 28:19,topaz cush compare buy pure gold,0.0
Job 28:20,wisdom come understand dwell,0.5994
Job 28:21,hide eye living thing conceal bird sky,-0.1779
Job 28:22,destructionb death rumor reach ear,-0.5859
Job 28:23,god understand way know dwell,0.3818
Job 28:24,view end earth see heaven,0.5106
Job 28:25,establish force wind measure water,0.0
Job 28:26,decree rain path thunderstorm,0.0
Job 28:27,look wisdom appraise confirm test,0.5267
Job 28:28,say human race fear lord wisdom shun evil understand,-0.6369
Job 29:1,job continue discourse,0.0
Job 29:2,long month go day god watch,0.2732
Job 29:3,lamp shine head light walk darkness,-0.25
Job 29:4,oh day prime god intimate friendship bless house,0.7783
Job 29:5,almighty child,0.0
Job 29:6,path drench cream rock pour stream olive oil,0.0
Job 29:7,go gate city take seat public square,0.0
Job 29:8,young man see step aside old man rise foot,0.0
Job 29:9,chief man refrain speak cover mouth hand,0.4939
Job 29:10,voice noble hush tongue stick roof mouth,0.4588
Job 29:11,hear speak see commend,0.4404
Job 29:12,rescue poor cry help fatherless assist,-0.0516
Job 29:13,die bless widow heart sing,0.4767
Job 29:14,righteousness clothing justice robe turban,0.5267
Job 29:15,eye blind foot lame,-0.6705
Job 29:16,father needy take case stranger,-0.34
Job 29:17,break fang wicked snatch victim tooth,-0.6705
Job 29:18,think die house day numerous grain sand,-0.5994
Job 29:19,root reach water dew lie night branch,0.0258
Job 29:20,glory fade bow new hand,0.7717
Job 29:21,people listen expectantly wait silence counsel,0.0
Job 29:22,speak speak word fall gently ear,0.4588
Job 29:23,wait shower drink word spring rain,0.0
Job 29:24,smile scarcely believe light face precious,0.7351
Job 29:25,choose way sit chief dwell king troop like comfort mourner,0.4404
Job 30:1,mock man young father disdain sheep dog,-0.7096
Job 30:2,use strength hand vigor go,0.8176
Job 30:3,haggard want hunger roameda parched land desolate wasteland night,-0.1779
Job 30:4,brush gather salt herb foodb root broom bush,0.0
Job 30:5,banish human society shout thief,-0.743
Job 30:6,force live dry stream bed rock hole ground,0.0
Job 30:7,bray bush huddle undergrowth,0.0
Job 30:8,base nameless brood drive land,0.0
Job 30:9,young man mock song byword,-0.4215
Job 30:10,detest distance hesitate spit face,-0.2732
Job 30:11,god unstrung bow afflict throw restraint presence,0.2732
Job 30:12,right tribec attack lay snare foot build siege ramp,-0.4767
Job 30:13,break road succeed destroy help,0.34
Job 30:14,advance gaping breach amid ruin come roll,-0.5859
Job 30:15,terror overwhelm dignity drive away wind safety vanish like cloud,0.4404
